address,latitude,longitude
OAK ST NW / DONALD LEE HOLLOWELL PKWY NW,33.74816,-84.39459
1077 PEEPLES ST SW,33.72582,-84.42467
1365 EASON ST NW,33.7575,-84.4326
462 RANKIN ST NE,33.76737,-84.37179
279 HEMPHILL SCHOOL RD NW,33.76299,-84.50039
464 MARIETTA ST NW,33.76584,-84.39753
200 N HIGHLAND AVE NE;,33.7617,-84.36084
MARIETTA ST NW / SPRING ST NW,33.75699,-84.39267
1230 NORTH AVE NW,33.76718,-84.42794
1602 SANDTOWN RD SW,33.71486,-84.44123
560 AMSTERDAM AVE,33.78858,-84.36875
3789 KATHRYN DR SW,33.67717,-84.51326
3159 CAMBRIA RD SW,33.66787,-84.51169
122 CLEVELAND AVE SE,33.68113,-84.38502
320 W PEACHTREE ST NW,33.76312,-84.38787
621 NORTH AVE NE,33.77113,-84.3677
480 ROCKWELL ST SW,33.73177,-84.40327
452 SHANNON DR SW,33.71652,-84.40252
48 5TH ST NW,33.77675,-84.38911
1066 PIEDMONT AVE NE,33.78383,-84.37968
460 E LAKE BLVD SE,33.74072,-84.31311
268 16TH ST NW,33.78988,-84.39621
1146 MOTON AVE SW,33.72356,-84.39654
294 BROWN LEE RD,33.75392,-84.49736
1688 ABNER CT NW,33.80168,-84.46645
1380 ATLANTIC DR,33.79293,-84.3975
910 SIMS ST SW,33.72997,-84.40293
1757 BEECHWOOD BLVD SW,33.71341,-84.44549
505 WHITEHALL ST SW,33.74485,-84.39005
2200 PEACHTREE RD NW ,33.81451,-84.39249
3014 JONESBORO ROAD,33.6722,-84.37214
1356 MAY AVE SE,33.73927,-84.34313
348 JAMES P BRAWLEY DR NW,33.7641,-84.41281
768 MARTIN ST SE,33.73362,-84.38393
137 POWELL ST SE,33.75084,-84.36639
225 HAMILTON E HOLMES,33.76115,-84.4682
795 HUMPHRIES ST SW,33.73332,-84.40575
647 DILL AVE.,33.71808,-84.40874
165 MARION PL,33.75795,-84.34501
2055 NORTH AVE NW,33.76929,-84.45534
381 PEYTON RD SW,33.74508,-84.47916
2423 MARTIN LUTHER KING JR DRIVE SW,33.75183,-84.46623
945 PIEDMONT AVE NE,33.78048,-84.3804
31 PHARR RD NE,33.83705,-84.38143
986 DEKALB AVE NE,33.75583,-84.35534
2029 DETROIT AVE NW,33.76723,-84.45355
3113 CAMPBELLTON RD SW,33.69258,-84.49059
514 PIEDMONT AVE NE,33.76851,-84.3821
520 HOLLY ST NW,33.76932,-84.43789
679 11TH ST NW,33.78336,-84.40939
873 MIDWAY ST SE,33.68961,-84.36106
300 WEST LAKE AVE NW,33.76333,-84.44113
1215 PIEDMONT AVE NE @PIEDMONT DRIVING,33.78787,-84.37695
935 GREENWOOD AVE NE,33.77661,-84.35687
574 TERRY ST SE,33.73898,-84.38449
1283 OAK ST SW,33.74058,-84.42965
2410 ROSE MILL CT,33.74596,-84.46907
1401 N HIGHLAND AVE NE ,33.79324,-84.35161
3298 TIARA CIR SW,33.7016,-84.49547
195 FAIRBURN NW,33.76084,-84.50343
1371 MARKET ST NW,33.7921,-84.39466
PEACHTREE ST NE / 6TH ST NE,33.77736,-84.38442
3510 THOMPSON DR NW,33.76183,-84.50273
3260 VERDANT DR SW,33.68348,-84.49585
41 IRBY AVE NW,33.84152,-84.38026
101 HILLSIDE VILLAGE DR SE,33.74044,-84.31454
500 JAMES P BRAWLEY DR NW,33.76834,-84.41278
335 HOWELL DR SW,33.75473,-84.50657
2011 DETROIT AVE NW,33.76725,-84.45277
585 WELLS ST SW,33.7399,-84.40686
393 RAWSON ST SW,33.74307,-84.4011
256 CLIFTON ST SE @CRIM HIGH SCHOOL,33.74598,-84.33114
3495 CREIGHTON RD SW,33.70023,-84.50355
10TH ST NE / SPRING ST,33.78178,-84.38047
837 BERNE ST SE,33.73636,-84.3601
129 NORTH AVE,33.77103,-84.38318
471 HEMLOCK CIR SE,33.74111,-84.35153
225 COURTLAND STREET,33.76094,-84.38418
970 SPRING ST NW,33.78123,-84.38946
2211 CASCADE RD SW,33.72254,-84.46079
1474 ALLENE AVE SW,33.7146,-84.41264
712 PASLEY AVE SE,33.73477,-84.33725
1001 PONCE DE LEON,33.7734,-84.35467
3164 CUSHMAN CIR SW,33.74898,-84.49168
1484 ATLANTA INDUSTRIAL WAY NW,33.79719,-84.49184
85 MOUNT ZION RD,33.67269,-84.38678
532 CLEVELAND AVE SW;,33.68011,-84.40674
3401 LANDINGS SOUTH DR SW,33.66418,-84.52091
104 ARDMORE PL NW,33.80385,-84.39618
877 MARGARET PL NW,33.77863,-84.44963
2746 VINEYARDS DR SE,33.67969,-84.36906
1317 ROBERTS DR SE,33.71899,-84.36966
1011 LAWTON ST SW,33.72746,-84.42358
1722 CAMPBELLTON RD SW,33.71156,-84.4437
400 PARK DR NW,33.78384,-84.37897
400 W PEACHTREE ST ,33.76614,-84.3876
1017 BROOKWOOD VALLEY CIR NE,33.80993,-84.38883
1196 ARKWRIGHT PL SE,33.74864,-84.34846
541 10TH ST NE,33.78167,-84.37008
1680 ALVARADO TER SW,33.73472,-84.44277
1507 SYLVAN RD SW,33.71373,-84.41838
728 BECKWITH ST SW,33.75202,-84.4108
1500 MCLENDON AVE NE,33.76491,-84.33827
85 MOUNT ZION RD SW ,33.67345,-84.39183
3330 PIEDMONT RD,33.83754,-84.36829
50 UPPER ALABAMA ST SW,33.75223,-84.38978
54 HABERSHAM COVE DR NW,33.85323,-84.38639
1362 BOULEVARD SE,33.71744,-84.36818
3725 POWERS FERRY RD NE @SARDIS METHODIST,33.85742,-84.38359
2062 OLD GEORGIAN TER NW,33.8108,-84.48027
1609 STOKES AVE SW,33.74118,-84.4405
1331 METROPOLITAN AVE SE,33.74243,-84.34402
29 MORELAND AVE SE,33.74179,-84.34973
510 CASANOVA STREET SE,33.71641,-84.3712
585 LOVEJOY ST. NW.,33.76762,-84.39282
128 HOLLY RD NW,33.75854,-84.43805
94 UPPER PRYOR ST SW,33.75199,-84.39024
477 PEACHTREE ST NE,33.76744,-84.38538
1275 WESTRIDGE RD SW,33.72046,-84.44718
1680 CAHOON ST SW,33.70911,-84.41285
545 HILL ST SE,33.73969,-84.37904
826 CITYSCAPE PLZ NE,33.77081,-84.37879
PRINCETON LAKES PKWY SW / CAMP CREEK PKWY SW,33.65592,-84.5126
1448 NEWTON AVE SE,33.73831,-84.3401
3860 OLD GORDON,33.77127,-84.51431
GREENBRIAR PKWY SW / ARTHUR LANGFORD EB PKWY SW,33.69118,-84.48938
1585 AVON AVE SW,33.72276,-84.4397
169 TRINITY AVE,33.75131,-84.39369
1719 DETROIT AVE,33.76631,-84.44415
935 E CONFEDERATE AVE SE,33.72645,-84.3567
977 LAWTON,33.72832,-84.42358
2291 FAIRBURN RD SW,33.69211,-84.51148
10 26TH ST NW,33.80239,-84.39374
3050 MARTIN LUTHER KING  #H,33.68112,-84.40026
1127 LEAH LN SE,33.72653,-84.3282
330 BROWNLEE RD SW,33.74748,-84.49694
1446 W WESLEY RD NW,33.83644,-84.43422
RIVIERA DR SW / CONTINENTAL COLONY PKWY SW,33.68501,-84.49235
1823 MARY GEORGE AVE NW,33.80532,-84.46496
3251 BUCKHEAD FOREST MEWS NE,33.84665,-84.37502
375 PHARR RD NE,33.83692,-84.37524
428 MORELAND AVE NE,33.76614,-84.34917
3635 E PACES CIR NE,33.84928,-84.353
3225 PINESTREAM,33.84292,-84.42233
975 HIGHTOWER RD NW,33.78182,-84.47395
546 EDGEWOOD AVE NE,33.7544,-84.36966
2510 LINKS DR SE,33.74457,-84.31184
815 MARCUS ST SE,33.75068,-84.3606
323 4TH ST NE,33.77433,-84.37673
717 EDGEWOOD AVE NE,33.75447,-84.36386
739 KENNOLIA DR SW,33.73496,-84.44928
780 WINDSOR ST SW,33.73343,-84.39798
2328 CAMPBELLTON RD SW,33.70427,-84.46462
560 JAMES P BRAWLEY,33.76988,-84.41269
77 12TH STREET,33.78424,-84.38496
443 DARGAN PL SW,33.74296,-84.42538
213 PEACHTREE ST SW,33.74864,-84.39497
1563 PINEVIEW TER SW,33.7293,-84.43884
3155 DELMAR LN NW,33.75607,-84.49072
855 ORMEWOOD TER SE,33.73128,-84.35879
1690 LANIER DR SW,33.70845,-84.42469
364 5TH ST NE,33.77554,-84.37539
1325 BENTEEN PARK DR SE,33.71611,-84.36172
1355 MARTIN L KING JR DR NW,33.75408,-84.43173
2605 FAIRBURN ROAD,33.68437,-84.51634
659 LARKIN ST SW,33.74826,-84.40905
1787 CAHOON ST SW,33.70677,-84.41112
1944 PIEDMONT CIR NE,33.81165,-84.36787
1110 IRA ST SW,33.72468,-84.39991
4035 SOUTHWOOD CIR SW,33.69583,-84.51989
1257 MARIETTA BLVD NW,33.78917,-84.42803
1398 BEECHER ST SW,33.73309,-84.43342
EDGEWOOD AVE NE / BOULEVARD NE,33.7543,-84.37215
2786 THE FONTAINEBLEAU SW,33.68055,-84.48791
2368 SAINT JAMES DR NW,33.7852,-84.46598
959 RUPLEY DR NE,33.78081,-84.35453
2255 PEACHTREE ROAD,33.81563,-84.39093
3652 ROSWELL RD NW;,33.85409,-84.38301
1155 PEACHTREE ST NE,33.78603,-84.38292
540 CAMERON M ALEXANDER BLVD NW ,33.7682,-84.40484
3755 CARMIA DR SW,33.65674,-84.5076
378 BOULEVARD NE,33.76472,-84.37235
544 ETHEL ST NW,33.78432,-84.4052
390 WILLIAMS ST NW,33.76521,-84.39044
303 PEACHTREE STREET,33.76265,-84.38648
958 CRESCENT AVE NE,33.78149,-84.38476
488 EDGEWOOD AVE,33.7543,-84.37215
8 PEACHTREE BATTLE AVE NW @APS RIVERS ES,33.81959,-84.38941
257 PETERS ST SW,33.74744,-84.40186
125 EDGEWOOD AVE SE,33.75428,-84.38411
920 SPRING ST NW,33.77964,-84.38894
1631 STANTON RD SW,33.70991,-84.44434
1940 FISHER RD SE,33.71101,-84.35903
565 PEACHTREE ST NE,33.7701,-84.385
100 EDGEWOOD,33.75456,-84.38521
3707 PEACHTREE PARK DR NE,33.81381,-84.3896
301 CONNALLY ST SE,33.74628,-84.38166
231 PEACHTREE ST NE,33.76045,-84.38746
261 WILLIS MILL RD SW,33.74806,-84.467
1482 ANDREWS ST NW,33.76,-84.43643
791 WYLIE ST SE,33.75251,-84.36156
343 JOSEPH E LOWERY BLVD SW,33.74569,-84.41765
113 DOGWOOD DR NW,33.78147,-84.4949
616 MARTIN L KING JR DR SW,33.75461,-84.40819
1072 WESTMOOR DR NW,33.7593,-84.42306
250 PIEDMONT AVE NE @HILTON OFFICE TOWER,33.75926,-84.3896
135 ANDREW YOUNG INTERNATIONAL BLVD,33.75956,-84.38365
1715 NORTHSIDE DR NW,33.80181,-84.4071
580 14TH ST NW,33.78596,-84.40621
718 HOLMES ST NW,33.79924,-84.41218
685 WELLS ST SW,33.73852,-84.40947
977 LAWTON ST SW,33.72832,-84.42358
1038 GLENWOOD AVE SE,33.74027,-84.35379
595 BOULEVARD NE,33.77072,-84.37139
2018 PRYOR RD SW,33.69897,-84.39868
1790 HOWELL MILL RD NW,33.80538,-84.41323
134 GASLIGHT LN NW,33.75771,-84.46634
1354 LANSING ST SE,33.71775,-84.38538
1722 NORTH AVE NW,33.76808,-84.44417
141 CLAIRE DR SE,33.7049,-84.3836
2537 PIEDMONT RD NE,33.82403,-84.36328
87 WALTON ST NW,33.75689,-84.39112
461 PONCE DE LEON AVE NE,33.77303,-84.3719
789 PONCE DE LEON AVE,33.7735,-84.36128
2493 GLENWOOD AVE SE,33.73987,-84.30581
1724 JASMINE CIR NW,33.79289,-84.44775
1960 NORTH AVE NW,33.76841,-84.4519
2685 METROPOLITAN PKWY SW,33.68128,-84.4077
508 MAIN ST NE,33.82278,-84.3701
3630 FAIRLANE DR,33.76082,-84.46991
765 NORTH AVE NE;,33.77104,-84.3619
I-20 E OFF RAMP / BURTON RD,33.76175,-84.49119
950 PIEDMONT AVE NE,33.7805,-84.38752
1140 REGENCY CENTER DR SW,33.72919,-84.53138
1394 N HIGHLAND AVE NE;,33.79268,-84.35226
2865 OLD HAPEVILLE RD SW,33.67895,-84.39712
1633 VAN VLECK AVE SE,33.73588,-84.33433
95 M.L. KING DR. DR,33.75161,-84.39112
AUBURN AVE NE / COURTLAND ST NE,33.75557,-84.38427
735 LAMBERT DR NE,33.8123,-84.36382
20 EVELYN WAY NW,33.77192,-84.44381
388 ELVIRA ST SE,33.71675,-84.37519
120 MARIETTA ST NW,33.75713,-84.39294
1935 ALISON CT SW,33.70015,-84.45053
1203 COLLIER RD NW,33.81163,-84.42536
200 SAMPSON ST NE / HIGHLAND AVE NE,33.76133,-84.36553
4526 W. WIEUCA RD.,33.73998,-84.34627
1480 SHARON ST NW,33.75478,-84.43595
4102 ALEXANDER CIR NE,33.85515,-84.36518
1510 EZRA CHURCH DR NW,33.75635,-84.43679
1900 PERRY BLVD NW,33.79475,-84.44982
2216 ABNER PL NW,33.80196,-84.4602
ATLANTIC DR NW / HUNERKOPF ST NW,33.78419,-84.39771
PETERS ST SW / HAYNES ST SW,33.74913,-84.39977
CENTER  ST NW / 10TH ST NW,33.78153,-84.40273
1671 MUSKET RDG NW,33.86961,-84.4419
1929 MYRTLE DR SW,33.70229,-84.45528
225 HAMILTON E HOLMES DR NW,33.76115,-84.4682
1275 CAROLINE ST NE,33.75844,-84.34919
830 COURTENAY DR NE,33.79021,-84.3598
BOULEVARD SE / CHAMBERLAIN ST SE,33.75376,-84.37205
763 CASCADE AVE SW,33.7345,-84.43825
1228 PRINCESS AVE SW,33.72141,-84.4252
1048 OAKLAND DR SW,33.72653,-84.42699
36 HARRIS ST,33.76089,-84.38855
140 PINE ST NW,33.76771,-84.3918
57 13TH STREET,33.78553,-84.38604
362 ARCHER WAY NW,33.76435,-84.42396
685 BERNE ST SE,33.73659,-84.36463
250 TRINITY AVE SW,33.75029,-84.39597
247 MORELAND AVE SE ,33.74534,-84.34923
293 GRIFFIN ST NW,33.76264,-84.41097
1580 ROGERS AVE,33.73707,-84.43938
I-75-85 SB EXPY SW / FULTON ST SW,33.74185,-84.392
432 ATWOOD ST SW,33.7432,-84.42858
1450 NORTHSIDE DR NW,33.79338,-84.40852
384 VINE ST NW,33.76509,-84.40803
2991 MIDDLETON RD NW,33.75354,-84.48763
3221 PEACHTREE RD NE ,33.84218,-84.37344
1245 MCPHERSON AVE SE,33.7436,-84.34684
912 PULLIAM ST SW,33.72988,-84.39181
153 RANDOLPH ST NE,33.75842,-84.3677
1515 AUSTIN RD SW;,33.71277,-84.51062
51 ELLIOTT ST SW,33.75377,-84.39844
2222 DORAL CT SW,33.68764,-84.53745
405 FAIRBURN RD SW,33.74347,-84.5145
2053 TIGER FLOWERS ,33.76038,-84.45451
JESSE HILL JR DR/IRWIN ST,33.74876,-84.38606
2124 CHESHIRE BRIDGE RD NE,33.81307,-84.35424
1648 RALPH DIVID ABERNATHY,33.7474,-84.44183
12 EDWIN PL NW,33.77781,-84.4492
937 DIVISION ST NW,33.76446,-84.41823
MYRTLE ST NE / 8TH ST NE,33.77953,-84.38109
294 NORWOOD AVE NE,33.76136,-84.32093
48 PEACHTREE AVE NE,33.83489,-84.38128
2011 OLDKNOW DR,33.77191,-84.46969
433 BISHOP ST NW,33.79375,-84.40238
1809 KING ALFRED DR SW,33.70533,-84.51296
1336 MARTIN L KING JR DR SW,33.75348,-84.43125
1219 METROPOLITAN PKWY SW,33.72142,-84.40796
1620 HOLLYWOOD RD NW,33.79975,-84.47267
3174 LATONA DR SW,33.66819,-84.395
2526 SANTA ROSA DR SW,33.68717,-84.54182
1 HARTSFIELD CTR PKWY,33.65369,-84.42723
444 UTOY CIR SW,33.74226,-84.52664
1848 HOLLYWOOD RD NW,33.80577,-84.47309
111 HOWARD ST NE,33.75516,-84.32285
1004 LOS ANGELES AVE NE,33.78354,-84.35431
1800 MEMORIAL DRIVE S.E.,33.74752,-84.3291
2685 FAIRBURN RD SW,33.68098,-84.51561
268 HAMPTON TER NE,33.76144,-84.32594
2356 BAYWOOD DR SE,33.69058,-84.3869
199 FARRINGTON AVE SE,33.72681,-84.38143
1026 WESTVIEW DR SW ,33.74761,-84.42166
BOULEVARD NE / EDGEWOOD AVE SE,33.7543,-84.37215
1820 LANGSTON AVE SW,33.70536,-84.42012
224 MURRAY HILL AVE NE,33.75908,-84.31633
1525 JONESBORO  RD. SW,33.71252,-84.38244
3582 GLENVIEW CIR SW,33.70336,-84.50555
275 PRYOR STREET,33.75268,-84.39009
1636 PONTIAC PL SE,33.71018,-84.35654
730 PEACHTREE STREET NE,33.77853,-84.38431
139 STAFFORD ST NW,33.75889,-84.42508
6234 SPINE RD,33.64072,-84.44435
505 WHITEHALL ST SW;,33.7438,-84.40436
421 CLEVELAND AVE SW,33.68172,-84.40352
2220 CAMPBELLTON RD SW;,33.7044,-84.46144
963 SAINT CHARLES AVE NE,33.77514,-84.35591
3981 STATEWOOD RD NE,33.86408,-84.36641
PEACHTREE ST NE / 6TH ST NE,33.77785,-84.38537
776 ELBERT ST SW,33.72824,-84.41316
514 SUNSET AVE NW,33.76872,-84.41012
3561 MARTIN L KING JR DR NW,33.75893,-84.50409
12700 SPINE RD,33.63839,-84.42517
641 GARIBALDI ST SW,33.73733,-84.39943
1420 BELMONT AVE SW,33.71608,-84.40966
1944 LAKEWOOD TER SE,33.70209,-84.38325
255 PETERS ST SW ,33.74747,-84.40182
176 MILLS ST NW,33.76522,-84.39328
2600 CAMPBELLTON RD SW,33.70244,-84.47376
1888 HOLLYWOOD RD NW,33.80726,-84.47158
660 MIAMI CIR NE,33.8292,-84.36549
40 SIMPSON ST NW,33.76329,-84.39054
888 RALPH D ABERNATHY BLVD SW,33.738,-84.41691
734 SPRING ST NW,33.77473,-84.38921
4239 W CLUB LN NE,33.86975,-84.35541
3585 NORTHSIDE PKWY NW,33.85783,-84.43293
1227 LANIER BLVD,33.78827,-84.34955
375 18TH ST NW,33.79303,-84.39921
230 18TH ST NW,33.79282,-84.39779
3079 CAMPBELLTON RD SW,33.69424,-84.48901
2251 MARIETTA BLVD NW,33.81831,-84.44881
745 FOUNTAINHEAD LANE,33.81912,-84.36408
330 HAMILTON E HOLMES DR NW,33.7642,-84.47035
944 NEAL ST NW,33.76624,-84.4184
1660 STANTON RD,33.70988,-84.44361
744 SAINT CHARLES AVE NE,33.77565,-84.36297
2129 ABNER PL,33.80061,-84.45781
2785 LAKEWOOD AVE SW,33.69729,-84.40952
2018 RUTH ST NW,33.78539,-84.45394
606 AMAL DR SW,33.70946,-84.3977
841 ROZIE WAY SW,33.73973,-84.50791
3827 ROSWELL ROAD,33.85868,-84.3805
120 OZONE ST SW,33.75141,-84.41645
1055 PIEDMONT AVE NE,33.78338,-84.37846
3315 ROSWELL RD NE,33.84572,-84.38037
860 DONALD LEE HOLLOWELL PKWY NW,33.77282,-84.41569
1036 REGIS RD SE,33.69033,-84.35399
3114 LONE OAK AVE SW,33.6697,-84.39431
1947 DETROIT AVE,33.76722,-84.45058
370 NORTHSIDE DRIVE,33.76493,-84.40396
1522 DEKALB AVE NE,33.76283,-84.33816
15 MADDOX DR NE,33.79489,-84.37846
1024 LEAH LANE,33.72841,-84.32912
610 RAYS LN SE,33.67151,-84.36874
50 ALABAMA ST SW,33.75317,-84.39128
668 ELBERT ST SW,33.72804,-84.40944
630 FLAT SHOALS AVE SE,33.73713,-84.34216
3460 KINGSBORO RD NE,33.85024,-84.35749
186 RACINE ST SW,33.75014,-84.44107
255 SUNSET AVENUE #B,33.76186,-84.40983
180 -3RD  ST NE,33.77385,-84.38154
3221 LENOX RD NE,33.84242,-84.358
670 NEW TOWN CIR.  SE,33.70794,-84.36126
19 KIRKWOOD RD NE,33.75189,-84.3214
2192 DEFOORS FERRY RD NW,33.81487,-84.43104
114 ATLANTA AVE SE,33.73063,-84.3842
330 W PEACHTREE ST NW,33.76364,-84.38791
1397 KENILWORTH DR SW,33.71688,-84.43443
2001 SYLVAN RD SW,33.70007,-84.41959
1165 LUCILE AVE SW,33.74256,-84.42593
585 MEMORIAL DR SE,33.74695,-84.38772
1083 AUSTIN AVE NE,33.76195,-84.35249
305 SKIPPER PL NW,33.78197,-84.49147
563 GLENWOOD AVE SE ,33.73893,-84.3483
499 PEACHTREE ST NE,33.76809,-84.3852
206 COLLIER RD NW,33.81014,-84.40758
2719 3RD AVE SW,33.68069,-84.4029
410 ETHEL ST NW,33.7844,-84.40072
176 PEACHTREE STREET,33.75827,-84.38785
1040 BOULEVARD SE,33.72608,-84.36792
1639 HABERSHAL DR NW,33.78919,-84.4456
ONE BUCKHEAD LOOP,33.84911,-84.37075
429 CALHOUN ST NW,33.78295,-84.401
264 19TH ST NW,33.79321,-84.39692
2415 CAMELLIA LN NE,33.82171,-84.37117
265 PONCE DE LEON AVE NE,33.77248,-84.37857
2008 JOSEPH E BOONE BLVD NW,33.76392,-84.45236
944 BEECHER CT SW,33.73256,-84.44966
1112 MCKENNA PL SE,33.72763,-84.32868
929 PEACHTREE ST NE,33.78006,-84.38397
1821 DELOWE DR SW,33.70531,-84.45739
380 MARTIN ST SE,33.744,-84.38361
2 COLLIER RD NW,33.8069,-84.39488
269 FAIRBURN RD NW,33.76228,-84.50259
571 MEMORIAL DRIVE,33.74648,-84.36876
436 GARTRELL ST,33.75309,-84.37324
1 WALL ST SE,33.75371,-84.39009
884 OAKHILL AVE SW,33.73084,-84.40909
1081 MEMORIAL DR SE,33.7462,-84.35173
768 MURPHY AVE SW,33.73401,-84.41219
742 CLEMONT DR NE,33.7834,-84.36327
36 HARRIS ST.,33.76074,-84.38561
1400 NORTHSIDE DR NW,33.79289,-84.40821
299 PETERS ST,33.74355,-84.40401
954 WILLIS MILL RD SW,33.72971,-84.46912
2470 CAMELLIA LN NE,33.82269,-84.37114
787 CASCADE AVE SW,33.73384,-84.43758
2211 CASCADE ROAD,33.72254,-84.46079
7 JOHN PORTMAN BLVD NW,33.76107,-84.38791
164 WHITEFOORD AVE SE,33.74877,-84.34198
654 WINDSOR ST SW,33.73711,-84.3982
PARSONS ST SW / SNCC WAY SW,33.7509,-84.41362
2080 FAULKNER RD NE,33.81172,-84.35774
1247 DONALD LEE HOLLOWELL PKWY NW,33.77196,-84.42854
1203 MCGILL PARK AVE NE,33.76215,-84.37602
963 PONCE DE LEON AVE NE @DRUID PLACE APT,33.77341,-84.35604
268 E. PACES FERRY RD,33.83928,-84.37881
3110 ROSWELL RD NW @ROXY,33.84026,-84.3796
563 MEMORIAL DR SE,33.74662,-84.36913
943 ROSE CIR SW,33.73143,-84.41857
735 CATHERINE ST SW,33.72607,-84.41168
880 ROCK ST NW,33.76213,-84.41648
735 POLLARD BLVD SW,33.7348,-84.39126
111 7TH ST NE,33.77838,-84.38359
1439 RICHLAND RD SW,33.73108,-84.43483
979 DONNELLY AVE SW,33.72897,-84.41954
427 BOULEVARD NE,33.76593,-84.37182
55 MOURY AVE SE,33.71288,-84.38541
1072 CASCADE,33.72605,-84.44581
140 FAIRFIELD PL NW,33.7578,-84.46325
316 ATWOOD ST SW,33.74688,-84.42861
1363 BRIDGES AVE SW,33.72675,-84.43252
1415 BEECHER ST SW,33.73341,-84.43415
6111 RENAISSANCE WAY NE,33.76572,-84.3788
180 JACKSON STREET,33.75932,-84.37442
3157 PEACHTREE RD NE,33.84012,-84.37669
224 FLETCHER ST SW,33.72551,-84.39547
418 LOVEJOY ST NW,33.76586,-84.39315
3602 LYNFIELD DR SW,33.7363,-84.50029
711 LEE ST SW,33.75605,-84.34813
172 LOGAN ST SE,33.74473,-84.38237
931 MONROE DR NE,33.78031,-84.36902
880 ROSE CIR SW,33.73064,-84.41656
650 HAMILTON AVE S.E.,33.72622,-84.3667
176 STANHOPE CIR NW,33.75872,-84.42678
155 JOSEPH E LOWERY BLVD NW,33.75897,-84.41725
1971 HOWELL MILL RD SW,33.80857,-84.41251
3405 LENOX RD.,33.73298,-84.43712
3133 HICKMAN DR NW,33.75501,-84.4894
2435 CLAUDE ST NW,33.81206,-84.46792
844 FAIRBURN RD NW,33.7786,-84.50039
1756 MARY GEORGE AVE NW,33.80347,-84.46597
969 TODD RD NE,33.78106,-84.35558
3698 GARRISON DR SW;,33.71272,-84.50917
737 CRESTWELL CIR SW,33.74546,-84.50376
2691 HOWELL MILL RD NW,33.82798,-84.41576
1586 RALPH D ABERNATHY BLVD SW,33.74455,-84.43939
3861 STONE RD SW,33.68544,-84.51074
2585 BEELER DRIVE,33.6841,-84.4012
MILTON AVE SE / MCDONOUGH BLVD SE,33.7169,-84.37848
2952 W PEEK RD NW,33.77443,-84.4835
2748 DONALD LEE HOLLOWELL PKWY NW,33.7777,-84.47719
505 ROSEMONT DR,33.73864,-84.2964
394 6TH ST NE,33.77626,-84.37427
347 AUGUSTA AVE,33.73364,-84.37621
1027 GARIBALDI ST SW,33.72675,-84.39943
1000 CARR ST NW,33.78229,-84.42628
515 FAIRBURN RD SW,33.74,-84.51026
265 PONCE DELEON AVE NE,33.78257,-84.41167
1064 LENA ST NW,33.75641,-84.42449
659 ROBERT STREET NW ,33.77313,-84.47213
1337 PEACHTREE ST NE,33.79121,-84.3854
ANNS LN SW / SHEPHERD CIR SW,33.70267,-84.45156
1369 RALPH D ABERNATHY BLVD SW,33.73945,-84.43282
3261 MARTIN L KING JR DR NW,33.75345,-84.49432
2986 N FULTON DR NE,33.83623,-84.37793
2123 VERBENA STREET  NW ,33.75539,-84.45752
255 HAMILTON E HOLMES DR NW,33.76139,-84.46959
497 ETHEL ST NW,33.78467,-84.40346
145 JAMES P. BRAWLEY DR,33.75867,-84.41236
1330 ANIWAKA AVE SW,33.71916,-84.44082
1657 VAN VLECK AVE SE,33.7359,-84.33357
1689 LAURELWOOD DR SW,33.70914,-84.46741
590 WINDSOR ST SW,33.7391,-84.39799
15 PEACHTREE ST. SW,33.75369,-84.39043
1875 NORTH AVE NW,33.76869,-84.44851
1658 MARTIN L KING JR DR NW,33.7514,-84.44153
809 RALPH D ABERNATHY BLVD SW ;@1345,33.73833,-84.41451
944 MCDANIEL ST SW,33.72901,-84.40151
261 HEMPHILL SCHOOL RD NW,33.76244,-84.5004
1067 WHITE OAK AVE SW,33.7255,-84.42263
300 HAMILTON E HOLMES DR NW,33.76329,-84.47011
1682 PINE RIDGE DR NE,33.80061,-84.36054
905 MARTIN L KING JR DR NW,33.7548,-84.41685
1071 PIEDMONT AVE,33.78384,-84.37897
200 N HIGHLAND AVE NE,33.76248,-84.35969
3592 MARTIN LUTHER KING,33.75927,-84.50594
LYNFORD DR SW/WHATLEY,33.72358,-84.43501
2229 SPRINGDALE RD SW,33.69374,-84.41438
1822 BEECHER RD SW,33.7336,-84.44761
566 FLETCHER STREET,33.72553,-84.40608
4348 SENTINEL POST RD NW,33.87135,-84.43857
2220 BOLTON RD NW,33.81639,-84.46585
246 ROSSER ST SW,33.74824,-84.42414
187 FAIRBURN RD SW,33.7506,-84.50773
710 WINDSOR ST SW;,33.7355,-84.39801
580 CONWAY FOREST DR NW,33.87596,-84.40602
135 W WIEUCA RD NW,33.87589,-84.39202
1824 CHESHIRE BRIDGE RD NE,33.80931,-84.36303
1788 ELSWORTH INDUSTRIAL BLVD,33.80415,-84.42757
925 CANTERBURY RD NE,33.8278,-84.3563
2500 CENTER ST NW,33.78999,-84.47156
1450 DONNELLY AVE SW,33.73772,-84.43479
846 ASHLAND AVE NE,33.75809,-84.36
490 LEE ST. ,33.7419,-84.41764
1736 CENTRA VILLA DR SW,33.70857,-84.45529
276 JOSEPH E LOWERY BLVD NW,33.76236,-84.41773
1041 CENTER ST NW,33.78315,-84.40261
800 CHEROKEE AVE SE,33.7338,-84.37184
1980 DONALD LEE HOLLOWELL NW,33.77593,-84.44938
62 COCA COLA PL SE,33.753,-84.37993
