address,latitude,longitude
DONALD LEE HOLLOWELL PKWY NW / I-285 NB EXPY NW,33.78652,-84.49013
1047 HUBBARD ST SW,33.72631,-84.40252
1258 PORTLAND AVE SE,33.73924,-84.34636
1539 WESTVIEW DR SW,33.74766,-84.43801
3489 PINE FOREST DR SE;,33.65864,-84.35467
300 WILSON MILL RD. SW,33.75023,-84.51571
1640 MOORES MILL RD NW,33.82612,-84.44077
1354 EASON ST NW,33.75713,-84.43227
1484 JONEBORO RD SE,33.71345,-84.3826
1000 COLLIER RD NW,33.80986,-84.41995
709 FLORENCE PL NW,33.77427,-84.44169
UNIVERSITY AVE SW / I-75-85 SB EXPY SW,33.72213,-84.395
GA 400 SB EXPY NE @ SIDNEY MARCUS BLVD NE,33.82508,-84.3599
992 W PEACHTREE ST SW,33.76863,-84.38748
2309 PAUL AVE NW,33.81817,-84.47299
1131 GUN CLUB RD NW,33.78586,-84.45615
2 FAIRBURN RD,33.75941,-84.50535
506 CHAPELL RD NW,33.76895,-84.4339
77 WEST PACES FERRY RD NW,33.79355,-84.37738
379 MONUMENT AVE SE,33.7434,-84.34156
70 26TH ST NW,33.80188,-84.39566
214 COLONIAL HOMES DR NW ,33.81392,-84.39454
231 PEACHTREE ST NE,33.75742,-84.39075
75 MLK@UNDERGROUND ATLANTA,33.75258,-84.38992
593 CASCADE AVE SW,33.73873,-84.43415
658 ALINE DR NW,33.7736,-84.48913
1378 EASTGATE CT SE,33.73661,-84.34358
GREYSTONE RD NW / WALTHALL DR NW,33.80868,-84.40322
305 JOSEPH LOWERY,33.763,-84.41736
HWY 20 AND MORELAND AVE,33.74534,-84.34923
I-75 SB EXPY SW / HENRY FORD II AVE,33.65241,-84.39626
3755 CARMIA DR SW ,33.65571,-84.50908
260 AURORA AVE NW,33.76216,-84.45467
427 PEYTON RD SW,33.74393,-84.47932
I-20 WB EXPY NW / MARTIN L KING JR DR SW,33.75095,-84.44468
1495 MCPHERSON AVE SE,33.74386,-84.33859
2187 MEADOR AVE SE,33.6945,-84.38071
878 BROOKRIDGE DR NE,33.78425,-84.359
1812 PEACHTREE ST NW,33.80538,-84.39373
GRAHAM ST SW / GENESSEE AVE SW,33.71624,-84.4161
1991 DELOWE DRIVE,33.70103,-84.45746
970 SPRING ST NW ;CHERVON,33.78111,-84.3892
30 IVAN ALLEN JR BLVD NW;,33.76444,-84.3884
910 ALLENE AVE SW,33.73009,-84.41346
700 MCGRUDER ST NE,33.75852,-84.36561
468 BOULEVARD NE ,33.76721,-84.37234
982 HOWELL MILL RD NW,33.78159,-84.41128
2288 JERNIGAN DR SE,33.69173,-84.37223
252 COLONIAL HOMES DR NW,33.81369,-84.396
871 REGINA DR NW,33.77875,-84.47203
2198 CHESHIRE BRIDGE RD NE,33.81501,-84.35353
1870 CAMPBELLTON RD SW ,33.70865,-84.4486
1024 LOS ANGELES AVE NE,33.78388,-84.35466
2167 ALAN DR SW,33.69565,-84.54488
169 17TH ST NE,33.79286,-84.38018
191 PEYTON PL SW,33.74987,-84.4756
2782 DOVER RD NW,33.83207,-84.41309
2149 OAKVIEW RD SE,33.74915,-84.31735
1078 HANK AARON DR SE,33.72522,-84.38769
1173  VIRGINIA AVE,33.7793,-84.34677
2975 PEACHTREE RD.,33.83618,-84.3817
852 ARLINGTON PL NE,33.77722,-84.35149
3348 PEACHTREE RD,33.84791,-84.36959
720 LEGACY PL SW,33.72324,-84.52459
1319 PASADENA AVE NE,33.79856,-84.34353
2015 COLLIER COMMONS WAY NW,33.80968,-84.4088
657 LAWTON ST SW,33.73716,-84.42348
3400 AROUND LENOX ROAD,33.85058,-84.36197
974 FAIR ST SW,33.74889,-84.41949
LAKEVIEW AVE NE / PONCE DE LEON AVE NE,33.77346,-84.36706
COSMOPOLITAN DR NE / LINDBERGH DR NE,33.82064,-84.36202
1105 FOUNTAIN DR  SW,33.75179,-84.42382
1658 JACKSON SQ NW,33.79711,-84.47617
132 FAIRFIELD PL NW,33.75757,-84.46368
1409 WESTVIEW DR SW,33.74761,-84.43373
810 MARTINA DR NE,33.84382,-84.36466
532 CLEVELAND AVE.,33.68059,-84.36775
696 CLEBURNE TER NE,33.70837,-84.36007
541 ENGLEWOOD AVE SE,33.72171,-84.37019
2889 MEMORIAL DRIVE S.E.,33.747,-84.2924
4 PEACHTREE ST SW ,33.75371,-84.39027
570 MCAFEE ST NW,33.76798,-84.39465
150 FORSYTH ST SW ,33.75055,-84.39517
1111 EUCLID AVE NE,33.76403,-84.35081
2103 HOSEA L WILLIAMS DR SE,33.7508,-84.31888
620 NEW TOWN CIR SE,33.70794,-84.36126
598 HANSELL ST SE,33.74015,-84.36816
1011 KANUGA ST NE,33.78231,-84.36851
787 CASPLAN ST SW,33.70802,-84.41334
962 HEMPHILL AVE NW,33.78138,-84.40419
310 LINCOLN ST SW,33.71285,-84.39902
1037 NORTH AVE NE,33.77084,-84.35348
96 ROSWELL CT NE,33.84898,-84.38211
469 MARIETTA ST ,33.76564,-84.39669
2296 MONTVIEW DR NW,33.81812,-84.40163
2618 MEMORIAL DR SE,33.74742,-84.30128
626 WAYNES CT SE,33.67217,-84.36859
3202 ALEXANDER CIR NE,33.85524,-84.36611
103 DEFOORS MILL DR NW,33.81368,-84.4272
1868 TREMONT DR NW,33.76244,-84.44821
763 CASCADE AVE,33.73474,-84.43733
597 MARTIN ST SE,33.7383,-84.38431
3170 WESTON PL NW,33.84029,-84.42317
219 WEST WIEUCA RD. NW,33.8766,-84.37902
3181 ESTES AVE SW,33.698,-84.42266
3144 MARTIN LUTHER KING JR DR SW,33.75108,-84.48898
2426 PRAIRIE VIEW DR SW,33.74702,-84.46747
2980 HOWELL MILL RD NW,33.83623,-84.42067
1718 CHARLESTON AVE SE,33.70682,-84.37794
893 BEAVERBROOK DR NW,33.81673,-84.41755
860 PEACHTREE ST,33.77813,-84.38445
1718 PEACHTREE ST NW STE 400,33.80107,-84.39285
2950 WATERS RD SW,33.67395,-84.39518
188 CARROLL ST SE,33.74962,-84.36795
4455 ROSWELL RD NE,33.87653,-84.37975
MARKHAM ST/ MAGNUM ST,33.75283,-84.39987
94 W LAKE AVE SW / BROWNING ST NW,33.75247,-84.44418
LAKEWOOD AVE SW / POLAR ROCK RD SW,33.69714,-84.39905
BUCKHEAD LOOP NE / LENOX RD NE,33.85058,-84.36197
739 PASLEY AVE SE,33.78218,-84.37867
1060 VIRGINIA AVE NE,33.78228,-84.35248
990 MONROE DR,33.78174,-84.36869
80 OAK DR SW,33.66945,-84.39281
1759 BEECHER ST SW,33.73386,-84.44529
298 LAKEWOOD WAY SW,33.7003,-84.39846
185 CENTRAL AVE SW,33.74833,-84.39183
635 SOMERSET TER NE ,33.77179,-84.36205
658 AVERY RD,33.69265,-84.41411
100 JOHN PORTMAN BLVD NE ,33.76094,-84.38418
2 JACKSON ST NE,33.75438,-84.37449
1677 STANWOOD AVE SE,33.75139,-84.33263
1500 MCLENDON AVE,33.76879,-84.33785
924 STONEWALL DR SE,33.69138,-84.35883
410 14TH ST @ HOUSE OF HOOKAH,33.78589,-84.40047
2637 OLD HAPEVILLE RD.,33.68294,-84.39417
663 AMAL DR SW,33.7089,-84.39827
MCGRUDER ST NE / RANDOLPH ST NE,33.75857,-84.3679
10 GABERONNE CT NE,33.82755,-84.35097
4075 ALEX DR SW,33.7515,-84.52073
720 HILL ST SE,33.73491,-84.37819
2612 STEELE AVENUE SW,33.68202,-84.39607
3061 HIGHBURY TRL SW,33.67116,-84.39198
803 N HIGHLAND AVE NE,33.7764,-84.35239
345 WHITMORE DR NW,33.81894,-84.39908
110 DOGWOOD DR NW,33.78207,-84.49475
1282 BRIDGES AVE SW,33.72639,-84.42966
4230 UTOY CT SW,33.74532,-84.52592
1025 LOS ANGELES AVE NE,33.78328,-84.35274
CARTER ST NW / JAMES P BRAWLEY DR NW,33.75644,-84.41275
426 THAXTON DR SE,33.6958,-84.37517
1068 N HIGHLANDAVE,33.77116,-84.35225
212 BEREAN AVE SE,33.74871,-84.3666
2458 MACON DR SW,33.68746,-84.38956
316 ORMOND ST SE,33.73172,-84.37748
1627 PEACHTREE ST,33.79871,-84.39048
9TH STREET/FIELDER AVENUE,33.7806,-84.40834
192 PEACHTREE CENTER AVENUE,33.75971,-84.38758
1785 LENOX RD NE,33.80325,-84.35013
4030 PEACHTREE DUNWOODY RD NE,33.86493,-84.3589
SHIRLEY ST SW / BEECHER RD SW,33.73361,-84.45068
1332 EUCLID AVE NE,33.76888,-84.34406
319 NELSON ST.,33.75174,-84.39825
573 HOLDERNESS ST SW,33.73958,-84.42732
654 LARKIN ST SW,33.74805,-84.40905
1986 MEMORIAL DR SE,33.74759,-84.32259
44 NORTH AVE NE,33.77137,-84.38481
633 RALPH DAVID ABERNATHY BLVD SW,33.73817,-84.41637
613 HAMILTON E HOLMES DR NW;,33.77188,-84.47319
1101 COLLIER RD NW,33.81125,-84.42291
3144 MARTIN LUTHER  KING JR DRIVE,33.74969,-84.49053
117 8TH ST NE,33.77942,-84.38346
62 NORTH AVE NW ,33.77115,-84.38947
1097 HOLLYWOOD RD NW,33.78483,-84.4608
3715 NORTHSIDE PARKWAY,33.85557,-84.43152
2347 ARNO CT NW,33.79974,-84.46494
2457 MARTIN L KING JR DR NW ,33.7523,-84.46786
2295 BENJAMIN E MAYES DR SW,33.7226,-84.46394
737 WINDSOR ST SW,33.73481,-84.39857
450 STONEWALL STREET ,33.74949,-84.40161
119 WHITAKER CIR NW,33.75961,-84.44515
3833 PRINCETON LAKES CT SW;,33.65738,-84.51309
520 PARK DR NE,33.78636,-84.37035
1291 EASON ST NW,33.75927,-84.43152
1845 PIEDMONT AVE,33.80646,-84.36665
2584 OLDKNOW DR NW,33.77145,-84.47148
8TH ST @ WILLIAMS ST,33.77957,-84.39055
237 TRIUMPH DR NW,33.81599,-84.42352
1150 WESTVIEW DR,33.74743,-84.43639
743 Edgewood Ave NE,33.75468,-84.36305
327 MORGAN PL SE,33.74355,-84.29192
1029 MCDANIEL STREET,33.72538,-84.40252
1960 RAMBLING LN SW,33.70056,-84.40509
244  ROACH ST SW,33.74825,-84.40965
172 PEACHTREE ST SW,33.74996,-84.39367
50 LOWER ALABAMA,33.75216,-84.38927
1198 METROPOLITAN PKWY SW,33.72218,-84.40786
1036 LINAM ST SE,33.72615,-84.38593
791 COLEMAN ST SW,33.73335,-84.40391
275 PIEDMONT AVE NE,33.76172,-84.382
402 WOODSTOCK DR SW,33.75968,-84.51522
148 SPRINGDALE DR NE,33.82197,-84.38263
442 MARIETTA ST NW,33.76535,-84.39738
1417 MCGILL PARK AVE NE,33.76244,-84.37508
138 BAKER ST NW ,33.76228,-84.39203
3095 BENJAMIN E MAYS DR SW,33.73265,-84.48811
979 HANK AARON DR SW,33.72785,-84.3881
504 UNIVERSITY AVE SW,33.72215,-84.40402
2614 HIGHTOWER CT NW,33.76168,-84.47281
1802 HADLOCK ST SW,33.70596,-84.44612
389 6TH ST NE,33.77597,-84.37452
233 MILLS ST NW,33.76542,-84.39495
1661 MALDO DR NW,33.75356,-84.38129
486 DECATUR ST SE,33.75436,-84.37554
309 FERGUSON ST NE,33.76273,-84.34304
2936 DELMAR LN NW,33.75491,-84.48323
80 PEACHTREE ST SW,33.75186,-84.39133
302 FERGUSON ST NE,33.76251,-84.34353
2465 WARREN RD,33.82291,-84.44514
2000 BLAYTON CIR NW,33.75274,-84.45074
2161 PEACHTREE RD NE,33.81333,-84.39175
825 CONLEY RD SE,33.64895,-84.36257
1037 CREW ST SW,33.72639,-84.38977
371 HOOPER ST SE,33.74227,-84.29252
2865 HOSEA L WILLIAMS DR SE,33.75132,-84.29307
671 DELBRIDGE ST NW,33.75765,-84.40934
1385 CENTRA VILLA DR SW,33.71804,-84.45317
CENTER ST NW / CALHOUN ST NW,33.78289,-84.40276
368 LAKEMOORE DR NE,33.86658,-84.37548
1016 LINAM ST SE,33.7268,-84.3859
1614 ARTHUR LANGFORD JR PL SW @ARTHUR LANGFORD SK P,33.71373,-84.39542
120 ANDREW YOUNG INTERNA BLVD NE,33.75975,-84.38375
590 W PEACHTREE ST NE ,33.77633,-84.38731
260 HARRIS MANOR DR SW;,33.74874,-84.47153
2581 PIEDMONT ROAD NE,33.82404,-84.36378
641 FREDERICA ST,33.8168,-84.35223
958 DESOTO ST NW,33.75723,-84.4189
330 LAKE CLAIRE CT NE;,33.76399,-84.32232
98 WHITEFOORD AVE NE,33.75629,-84.34237
3181 DONALD LEE HOLLOWELL PARKWAY NW,33.78681,-84.49296
887 W MARIETTA ST NW,33.78214,-84.41653
857 CHEROKEE AVE SE,33.73102,-84.37374
538 ELBRIDGE DR NW,33.76971,-84.43291
55 MAPLE ST NW,33.75459,-84.41062
588 MARTIN ST SE;,33.7387,-84.38388
1920 CAMPBELLTON RD SW,33.7086,-84.45167
155 WATSON CIR SE,33.74838,-84.31561
472 VINE ST NW,33.76769,-84.40782
414 FAIR ST SW,33.74796,-84.40135
2279 BELVEDERE AVE SW,33.72136,-84.46284
706 CENTER HILL,33.77429,-84.46402
1781 VENETIAN DR SW,33.71511,-84.44611
317 DARGAN PL SW,33.74637,-84.42445
4002 N IVY RD NE,33.86458,-84.36585
62 PEACHTREE STREET SW,33.7527,-84.39126
3097 EAST BROOK TERR,33.67297,-84.51083
1192 PRYOR ST SW,33.72195,-84.39335
65 JOSEPH E LOWERY BLVD NW @HARPER PARK,33.75644,-84.41736
273 BARFIELD AVE SW,33.74837,-84.46198
148 WAVERLY WAY NE,33.75793,-84.35862
428 BECKWITH COURT,33.75389,-84.40445
15 WALL ST.,33.75369,-84.39043
24 KENMARE HALL NE,33.84767,-84.34987
823 SPRINGDALE RD NE;,33.77661,-84.34378
265 ISWALD ST SE,33.74735,-84.3676
370  PHARR RD NE,33.83705,-84.38143
711 COSMOPOLITAN DR,33.82064,-84.36324
2539 PIEDMONT RD,33.82353,-84.36471
950 MARIETTA ST NW;,33.77682,-84.40822
698 ALINE DR NW,33.77432,-84.48945
1815 S PONCE DE LEON AVE NE,33.76737,-84.32834
298 CLAIRE DR SE,33.70513,-84.37869
30 JOSEPH E LOWERY BLVD,33.75556,-84.41754
756 PONCE DE LEON AVE NE,33.77412,-84.36228
170 NORTHSIDE DR SW,33.74979,-84.40309
57 VINSON DR SE,33.75186,-84.341
213 WESTMINSTER DR NE,33.79319,-84.37382
944 HUBBARD ST SW,33.72915,-84.40228
566 DUTCH VALLEY RD NE,33.79236,-84.36889
2942 DELMAR LN NW,33.75508,-84.48391
480 GLENWOOD AVE,33.74251,-84.37426
584 WINDSOR ST SW,33.73884,-84.3982
554 MARKTWO PL NW,33.77055,-84.44726
4420 ROSWELL RD NW,33.87617,-84.38039
1059 OGELTHORPE AVE SW ,33.73588,-84.42236
2177 TIGER FLOWERS DR NW,33.76105,-84.45879
625 JOSEPH E LOWERY,33.77187,-84.41726
1259 SOUTH LOOP RD,33.62871,-84.42589
1334 BEECH VALLEY RD NE,33.79806,-84.34335
591 10TH ST NW,33.7817,-84.40668
820 W. MARIETTA BLVD NW,33.78089,-84.41622
3065 WESTMINSTER CIR NW,33.83843,-84.42357
610 SPRING ST NW,33.77101,-84.38895
3550 CAMPBELLTON RD SW,33.68984,-84.50491
1745 PEACHTREE ST NE,33.8018,-84.39187
99 UNIVERSITY AVE SW;,33.72181,-84.39107
845 OAK ST SW,33.74074,-84.41578
331 HERRINGTON DR NE,33.86696,-84.37678
1298 OAK ST SW,33.74028,-84.43029
216 CITYLANE AVE NE,33.77024,-84.3783
680 GARY RD,33.77347,-84.46138
1003 MCDANIEL ST SW,33.72757,-84.40192
960 NEW TOWN CIR SE,33.70833,-84.35924
23 WARREN ST SE,33.75233,-84.32725
1187 IRA ST SW;,33.72234,-84.40029
736 PONCE DE LEON AVE NE,33.77386,-84.3631
101 MARIETTA ST NW,33.75666,-84.3922
1732 HAVILON DR SW,33.72924,-84.44456
1915 DODSON DR SW,33.70346,-84.47675
782 BRIDGEWATER ST SW,33.70308,-84.41423
225 BROMACK DR SE,33.68867,-84.38253
2841 GREENBRIAR PKWY SW @BURLINGTON COAT FACTORY,33.68677,-84.49773
320 WILLIAMS ST NW ,33.76341,-84.39061
674 SPRING ST,33.77393,-84.38883
1662 GRACE ST SE,33.73206,-84.33335
1572 HOWELL MILL RD NW,33.79769,-84.41641
1606 SYLVAN RD SW,33.71105,-84.41787
126 WOODMERE SQ NW,33.81802,-84.42532
1624 VENETIAN DR SW,33.71433,-84.44162
1702 WILLMA DR NW,33.79115,-84.44757
58 WALTON ST NW,33.75613,-84.39083
951 COLEMAN ST SW,33.72895,-84.40419
982 COURTENAY DR NE,33.78999,-84.35499
727 FORMWALT ST SW,33.73503,-84.39596
1187 MONTREAT AVE SW,33.72974,-84.42668
1415 MECASLIN ST NW,33.79494,-84.39734
1187 NILES AVE NW,33.78286,-84.42608
793 CELESTE LN SW,33.74102,-84.50688
341 BLANTON RD NW,33.87192,-84.39832
I-285 EB EXPY SE / JONESBORO RD SE,33.65199,-84.36701
3393 LENOX RD,33.84676,-84.36212
1586 LANGSTON AVE SW,33.71176,-84.42287
1710 DEFOOR AVE NW,33.8014,-84.42002
1341 METROPOLITAN PKWY SW,33.71805,-84.40809
932 MCDANIEL ST,33.72957,-84.4015
760 SPRING ST NW,33.7761,-84.38946
801 JAMES JACKSON PKWY NW,33.77632,-84.47375
532 CLEVELAND AVE SW,33.67771,-84.40561
1011 DECKNER AVE SW,33.71413,-84.42126
726 PRYOR ST SW,33.73487,-84.3945
1054 GUN CLUB RD NW,33.78399,-84.45728
3200 STONE RD SW @WINDJAMMER APTS,33.66917,-84.49503
1132 VALLEY VIEW RD SE,33.69143,-84.35149
1005 CREW ST SW,33.72734,-84.38988
1513 MOZLEY PL SW,33.75144,-84.437
384 NORTHYARDS BLVD NW,33.76859,-84.40273
131 HOWARD ST NE,33.75579,-84.32276
2280 CAMPBELLTON RD SW,33.70413,-84.46269
260 PEACHTREE ST,33.76172,-84.38765
573 AMSTERDAM AVE NE,33.78798,-84.36829
307 GRANT ST SE,33.74629,-84.3766
127 JOHN WESLEY DOBBS AVE NE,33.7571,-84.38223
280 HOLLY RD NW,33.76301,-84.43792
1940 SYLVAN CIR,33.70146,-84.41827
IRWIN @ FORT,33.75774,-84.37792
2929 LANDRUM DR SW,33.70623,-84.48388
2127 BOLTON DR NW,33.81565,-84.44084
1063 METROPOLITAN PKWY SW,33.72558,-84.40801
1262 CAMPBELLTON RD SW,33.71652,-84.42966
1155 JOSEPH BOONE BLVD,33.76443,-84.42514
3871 REDWINE RD SW,33.66004,-84.50989
BAKER ST NW / MARIETTA ST NW,33.76134,-84.39603
270 FAIRBURN RD NW,33.76266,-84.50315
2040 FORREST PARK RD SE,33.69807,-84.35925
3445 STRATFORD RD,33.85032,-84.36742
543 HOPKINS ST SW,33.74025,-84.43092
148 ANDREW YOUNG INTERNA BLVD NE,33.75974,-84.38355
3615 ADKINS RD NW,33.77215,-84.50709
1722 CAMPBELLTON RD SW;,33.71107,-84.44411
320 FAIRBURN RD,33.7451,-84.50858
173 WOODWARD AVE SE,33.74554,-84.38227
750 GLENWOOD AVE SE,33.74209,-84.36288
716 CHURCH ST. NW,33.77458,-84.46782
2571 PIEDMONT RD.,33.82591,-84.36714
3462 DELMAR LN NW,33.75701,-84.50119
374 ROY ST SW,33.72405,-84.40025
470 THOMASVILLE BLVD SE,33.70599,-84.35963
2202 BURROUGHS AVE SE;,33.69399,-84.37096
767 TERRY ST SE,33.73362,-84.385
1026 PONCE DE LEON NE,33.77392,-84.35296
3071 LENOX RD NE,33.83839,-84.35801
650 WILLOUGHBY WAY NE,33.76403,-84.36558
3295 NORTHSIDE PKWY,33.84512,-84.42541
35 RANDOLPH ST NE,33.75537,-84.36782
135 WEST WIEUCA RD,33.8774,-84.38235
800 WEST MARIETTA STREET NW,33.78022,-84.41514
2158 BROWNS MILL RD SE,33.69501,-84.37357
93 GEORGIA AVE SE,33.73664,-84.38473
104 MARIETTA ST NW,33.75627,-84.39258
3500 PEACHTREE RD,33.84938,-84.3636
864 HALL ST NW,33.77859,-84.46616
2894 BROWNS MILL RD SE,33.6756,-84.38385
3460 KINGSBORO ROAD,33.85015,-84.35835
1603 EZRA CHURCH DR NW,33.75891,-84.43995
630 NEW TOWN CIR SE,33.7082,-84.36208
700 MCGRUDER ST NE,33.7586,-84.36513
2071 HOSEA L WILLIAMS DR SE,33.75057,-84.31996
3131 MERRICK DR NE,33.84021,-84.35129
80 JESSE HILL JR DR NE,33.75657,-84.38034
222 14TH ST NE,33.78728,-84.38055
69 MELDON AVE SE,33.71128,-84.3862
3730 CARMIA DR SW,33.65528,-84.5102
1576 JOSEPH E. BOONE BLVD NW ,33.76331,-84.43914
610 NORTHSIDE DR NW,33.77111,-84.40717
258 HUNNICUTT ST NW,33.76655,-84.39564
1380 ATLANTIC DR,33.79242,-84.3974
1617 JOSEPH E BOONE BLVD NW,33.76385,-84.44072
2200 WISTERIA WAY NE,33.76172,-84.31545
349 DECATUR STREET,33.74993,-84.37706
6000 S TERMINAL PKWY,33.63915,-84.44264
1605 BOULEVARD LORRAINE SW,33.71263,-84.46121
960 SPRING ST NW,33.78081,-84.38928
460 OAKSIDE DR SW,33.75845,-84.5121
108 MCDONOUGH BLVD SE,33.7191,-84.38439
1144 LOOKOUT AVE NW,33.78614,-84.4654
2084 HATTERAS WAY NW,33.81202,-84.47792
65 ROGERS ST SE,33.75147,-84.32949
2095 METROPOLITAN PKWY SW,33.69753,-84.4084
849 PIEDMONT AVE NE,33.77775,-84.38082
131 PONCE DE LEON AV NW,33.77244,-84.38108
1150 CRESCENT AVE NE,33.78601,-84.38437
1811 HONEYSUCKLE LN SW,33.70603,-84.45366
1371 KIMBERLY WAY SW,33.71775,-84.52379
1064 OLLIE CIR NW,33.76007,-84.42259
2504 REX AVE SW,33.68723,-84.50482
15 HOLLY DOWNS CT NW,33.78535,-84.39629
635 LINDBERGH DR NE,33.8213,-84.36689
197 14TH ST NW,33.78681,-84.39381
2 12TH ST NE,33.78458,-84.38782
1620 HOLLYWOOD RD NW @HOLLY RIDGE APTS,33.8004,-84.47311
3144 MARTIN L KING JR DR SW,33.75104,-84.4892
1284 W PACES FERRY RD NW,33.84862,-84.42869
4470 CLEMENT DR SW,33.75367,-84.53374
1011 MARIETTA ST NW,33.77941,-84.4104
1594 BRIDGEPORT DR NW,33.79902,-84.47732
2335 ADAMS DR,33.70213,-84.39915
2344 OMAHA RD SW,33.6911,-84.53775
2800 SPRINGDALE RD SW @CRESTVIEW NURING HO,33.67875,-84.41414
138 SNCC WAY SW,33.75066,-84.41351
1000 NORTHSIDE DRIVE,33.78155,-84.40748
674 MYRTLE ST NE,33.77296,-84.38032
273 BUCKHEAD AVE NE,33.8379,-84.37852
412 KELSO DR SW,33.74578,-84.46799
2625 PIEDMONT RD,33.82742,-84.36532
1870 CAMPBELLTON RD SW @QUALITY LIVING SERV,33.7076,-84.44852
1995 BROWNS MILL RD SE,33.69986,-84.37544
1225 CAROLINE ST NE @TARGET - CAROLINE,33.75605,-84.34813
98 14TH ST NE,33.78706,-84.38464
500 ENGLEWOOD AVE SE,33.72246,-84.37176
1177 ARLINGTON AVE SW,33.72564,-84.42642
2209 VENETIAN DR SW,33.71571,-84.4607
1767 SYLVAN RD,33.70658,-84.4185
683 PEACHTREE ST NE,33.77314,-84.38493
333 PINE ST NE,33.76744,-84.37649
853 PEACHTREE ST NE,33.77736,-84.38442
472 LORIDANS DR NE,33.87226,-84.37209
1031 PONCE DE LEON AVE NE,33.77373,-84.35395
3333 PIEDMONT RD NE,33.84592,-84.37234
4051 BLANTON AVE SW,33.69115,-84.5212
815 MYRTLE ST NE,33.7769,-84.37955
608 MCDANIEL ST SW,33.73845,-84.40164
CENTENNIAL OLYMPIC P DR NW / HARRIS ST NW,33.76099,-84.39205
2667 COLGAN CT SE,33.74782,-84.29977
3604 BAKERS FERRY RD SW,33.75937,-84.50628
3206 E WOOD VALLEY RD NW,33.84311,-84.41472
3006 DEERBORNE CT SW,33.67205,-84.51467
2572 LENOX RD,33.79939,-84.3926
2202 PEACHTREE PARK DR NE,33.81358,-84.38955
2265 1ST AVE NE,33.75465,-84.3134
298 GEORGIA AVE SE,33.73693,-84.37793
4855 CAMPBELLTON ROAD SW,33.69957,-84.54495
939 WASHINGTON PL SW,33.75379,-84.41837
1988 PLAZA LN,33.70739,-84.45501
2044 CAMPBELLTON ROAD SW,33.70658,-84.4568
2507 RYNE ST NW,33.76791,-84.46925
1977 MARTIN L. KING JR. DR.,33.7511,-84.4479
500 AMAL DR,33.70873,-84.40196
15 POLO DR NE,33.79684,-84.37531
3620 CAMPBELLTON RD SW,33.68994,-84.5075
1359 CAMPBELLTON RD SW,33.71524,-84.43282
556 FEDERAL TER SE,33.71526,-84.36971
1700 STANTON RD,33.70907,-84.44364
1086 WHITE OAK AVE SW,33.72563,-84.42348
967 DEWEY ST SW,33.72854,-84.40715
264 PETERS ST SW,33.7472,-84.40141
40 PEACHTREE VALLEY RD NE,33.81086,-84.39018
1036 RICE ST NW,33.78322,-84.42775
365 CLEVELAND AVE SW,33.68125,-84.40169
168 FLAT SHOALS AVE SE,33.74932,-84.35314
1356 LUCILE AVE SW,33.74206,-84.43219
1167 OAKLAND LN SW,33.71989,-84.42649
862 BEECHWOOD AVE SW,33.72006,-84.41617
750 BRAEMAR AVE SW,33.73522,-84.49484
56 EAST ANDREWS DR NW,33.84316,-84.38104
2808 LAKEWOOD AVE SW,33.69712,-84.40992
1361 FAIRBANKS ST SW,33.71772,-84.41534
WABASH AVE NE / PARKWAY DR NE,33.76486,-84.37354
844 LAKE AVE NE,33.76013,-84.35974
3434 ROSWELL RD NW,33.8473,-84.38315
1360 GREENLAND DR NE,33.79176,-84.36147
600 PONCE DE LEON AVE NE,33.77367,-84.37088
656 SHELTON AVE SW,33.73425,-84.4093
2825 CHAUCER DR SW,33.74581,-84.48074
1891 JOHNSON RD NE,33.80431,-84.33838
2940 CAMPBELLTON RD SW,33.69701,-84.4847
198 HOLTZCLAW ST SE,33.74844,-84.35678
875 CONFEDERATE CT SE,33.72892,-84.36196
2  13TH ST NE ,33.7858,-84.38757
330 3RD ST NE,33.7737,-84.37657
991 CAMILLA ST,33.75059,-84.42011
471 GLENWOOD AVE SE,33.74291,-84.37197
260 WILLIAM NYE DR SE,33.70049,-84.38008
235 CASSON ST NE,33.76058,-84.32796
329 HILL ST SE,33.74575,-84.37964
1999 BENT CREEK WAY,33.70087,-84.46574
3006 DELMAR LN NW,33.75514,-84.48538
3502 RUBY H HARPER BLVD SE,33.65914,-84.38019
812 LAMBERT DR NE,33.8132,-84.36202
1111 ARLINGTON AVE,33.72418,-84.42425
1040 N HIGHLAND AVE NE,33.78287,-84.35477
1579 MONROE DR NE,33.79819,-84.36974
LUCKIE ST NW / CONE ST NW,33.75786,-84.39012
3648 PEACHTREE RD NE,33.85459,-84.35698
3332 PEACHTREE RD NE,33.84692,-84.37018
3321 Lenox Road,33.84557,-84.35858
1830 CHESHIRE BRIDGE RD NE,33.80924,-84.36251
87 W PACES FERRY RD NW,33.84103,-84.38291
230 CLEVELAND AVE SW,33.68012,-84.39573
230 CLEVELAND AVE SW @KMART CLEVELAND,33.68012,-84.39573
1034 WASHINGTON ST SW,33.72677,-84.39088
3459 BUCKHEAD LOOP NE,33.85119,-84.36313
231 18TH ST,33.79275,-84.39544
1437 AKRIDGE ST NW,33.75849,-84.43502
3092 DELMAR LN NW,33.75546,-84.48849
385 8TH ST NE,33.77928,-84.37459
480 OAKDALE RD NE,33.76737,-84.34181
4759 CARSON PASS SW,33.68706,-84.54415
794 MAYNARD TER SE,33.73244,-84.33537
845 CHARLES ALLEN DR NE,33.77784,-84.37266
